"trial_name","trial_id","session","trial","trial_text","keylog","editor","operating_system","age_group","dialect","gender","character_type","trial_date","uniq","token","token_type","chinese_id","segment","text_seg_id"
"tang_session2_trial2",1,2,2,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","9","u","final","24","5","TangPoem_5"
"tang_session5_trial1",1,5,1,"TangPoem","danqumofuwen2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","9","u","final","24","5","TangPoem_5"
"tang_session6_trial1",1,6,1,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","9","u","final","24","5","TangPoem_5"
"tang_session6_trial2",1,6,2,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","9","u","final","24","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","10","x","initial","24","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","11","i","final","24","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","12","1","selection","24","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","13","*","delete","24","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","14","w","initial","25","5","TangPoem_5"
"tang_session2_trial1",1,2,1,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","14","w","initial","25","5","TangPoem_5"
"tang_session2_trial2",1,2,2,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","14","w","initial","25","5","TangPoem_5"
"tang_session5_trial1",1,5,1,"TangPoem","danqumofuwen2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","14","w","initial","25","5","TangPoem_5"
"tang_session6_trial1",1,6,1,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","14","w","initial","25","5","TangPoem_5"
"tang_session6_trial2",1,6,2,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","14","w","initial","25","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","15","en","delete","25","5","TangPoem_5"
"tang_session2_trial1",1,2,1,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","15","en","delete","25","5","TangPoem_5"
"tang_session2_trial2",1,2,2,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","15","en","delete","25","5","TangPoem_5"
"tang_session5_trial1",1,5,1,"TangPoem","danqumofuwen2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","15","en","delete","25","5","TangPoem_5"
"tang_session6_trial1",1,6,1,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","15","en","delete","25","5","TangPoem_5"
"tang_session6_trial2",1,6,2,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","15","en","delete","25","5","TangPoem_5"
"tang_session1_trial2",1,1,2,"TangPoem","danqu1mo1fuxi1*wen1","Apple","MAC",23,"Cantonese","F","Simplified","12/16/2014","16","1","selection","25","5","TangPoem_5"
"tang_session2_trial1",1,2,1,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","16","1","selection","25","5","TangPoem_5"
"tang_session2_trial2",1,2,2,"TangPoem","danqumofuwen_","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","16","1","selection","25","5","TangPoem_5"
"tang_session5_trial1",1,5,1,"TangPoem","danqumofuwen2","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","16","1","selection","25","5","TangPoem_5"
"tang_session6_trial1",1,6,1,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","16","1","selection","25","5","TangPoem_5"
"tang_session6_trial2",1,6,2,"TangPoem","danqumofuwen1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","16","1","selection","25","5","TangPoem_5"
