"","Trial_Name","Trial_ID","Trial_SESSION","Trial_Trial","Trial_Text","Keylog_CLEAN","IME","OS","AGE","DIALECT","GENDER","CharacterType","TrialDate","sequence","token","uniq","Segment","text_seg"
"11","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.1","F",1,"1","_1"
"12","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.1","1",2,"1","_1"
"13","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.2","sh",1,"1","Madman_1"
"14","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.2","sh",1,"1","Madman_1"
"15","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.2","sh",1,"1","Madman_1"
"16","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.2","sh",1,"1","Madman_1"
"17","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.2","I",2,"1","_1"
"18","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.2","2",1,"1","_1"
"19","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.3","ang",1,"1","Madman_1"
"20","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.3","ang",1,"1","Madman_1"
"21","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.3","ang",1,"1","Madman_1"
"22","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.3","ang",1,"1","Madman_1"
"23","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.3","F",2,"1","_1"
"24","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.3","2",2,"1","_1"
"25","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.4","_",1,"1","Madman_1"
"26","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.4","_",1,"1","Madman_1"
"27","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.4","1",1,"1","Madman_1"
"28","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.4","",1,"1","Madman_1"
"29","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.4","S",1,"1","_1"
"30","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.4","",1,"1","_1"
"31","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.5","z",1,"1","Madman_1"
"32","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.5","z",1,"1","Madman_1"
"33","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.5","z",1,"1","Madman_1"
"34","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.5","z",1,"1","Madman_1"
"35","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.5","I",3,"1","_1"
"36","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.5","3",1,"1","_1"
"37","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.6","ong",1,"1","Madman_1"
"38","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.6","ong",1,"1","Madman_1"
"39","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.6","ong",1,"1","Madman_1"
"40","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.6","ong",1,"1","Madman_1"
"41","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.6","F",3,"1","_1"
"42","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.6","3",2,"1","_1"
"43","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.7","sh",2,"1","Madman_1"
"44","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.7","sh",2,"1","Madman_1"
"45","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.7","sh",2,"1","Madman_1"
"46","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.7","sh",2,"1","Madman_1"
"47","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.7","I",4,"1","_1"
"48","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.7","4",1,"1","_1"
"49","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.8","i",1,"1","Madman_1"
"50","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.8","i",1,"1","Madman_1"
"51","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.8","i",1,"1","Madman_1"
"52","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.8","i",1,"1","Madman_1"
"53","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.8","F",4,"1","_1"
"54","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.8","4",2,"1","_1"
"55","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.9","",1,"1","Madman_1"
"56","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.9","_",2,"1","Madman_1"
"57","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.9","1",2,"1","Madman_1"
"58","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.9","1",1,"1","Madman_1"
"59","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.9","S",2,"1","_1"
"60","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.9","",2,"1","_1"
"61","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.10","sh",3,"1","Madman_1"
"62","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.10","sh",3,"1","Madman_1"
"63","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.10","sh",3,"1","Madman_1"
"64","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.10","sh",3,"1","Madman_1"
"65","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.10","I",5,"1","_1"
"66","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.10","5",1,"1","_1"
"67","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.11","ui",1,"1","Madman_1"
"68","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.11","ui",1,"1","Madman_1"
"69","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.11","ui",1,"1","Madman_1"
"70","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.11","ui",1,"1","Madman_1"
"71","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.11","F",5,"1","_1"
"72","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.11","5",2,"1","_1"
"73","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.12","b",1,"1","Madman_1"
"74","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.12","b",1,"1","Madman_1"
"75","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.12","b",1,"1","Madman_1"
"76","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.12","b",1,"1","Madman_1"
"77","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.12","I",6,"1","_1"
"78","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.12","6",1,"1","_1"
"79","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.13","u",1,"1","Madman_1"
"80","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.13","u",1,"1","Madman_1"
"81","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.13","u",1,"1","Madman_1"
"82","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.13","u",1,"1","Madman_1"
"83","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.13","F",6,"1","_1"
"84","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.13","6",2,"1","_1"
"85","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.14","zh",1,"1","Madman_1"
"86","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.14","zh",1,"1","Madman_1"
"87","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.14","zh",1,"1","Madman_1"
"88","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.14","zh",1,"1","Madman_1"
"89","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.14","I",7,"1","_1"
"90","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.14","7",1,"1","_1"
"91","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.15","ao",1,"1","Madman_1"
"92","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.15","ao",1,"1","Madman_1"
"93","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.15","ao",1,"1","Madman_1"
"94","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.15","ao",1,"1","Madman_1"
"95","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.15","F",7,"1","_1"
"96","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.15","7",2,"1","_1"
"97","madman_session2_trial2","2",2,2,"Madman","wanshang_zongshishuibuzhao_fanshi2xudeyanjiu2caihuimingbai_tamen_yeyou_geizhixian_dajia_guode2","Apple","MAC",24,"Mandarin","F","Simplified","12/18/2014","X.16","_",2,"1","Madman_1"
"98","madman_session5_trial1","2",5,1,"Madman","wanshang_zongshi_shuibuzhaojiao_.fanshi_xudeyanjiu2,caihuimingbai_.tamen_yeyougeizhixian2dajiaguode___**jiasuo_*","Baidu","MAC",25,"Hubei","F","Simplified","1/15/2015","X.16","_",3,"1","Madman_1"
"99","madman_session6_trial1","2",6,1,"Madman","wanshang1zongshi1shuibuzhao1.fanshixudei1yanjiu1,caihuimingbai1.tamen1,yeyougei1zhixian5dajia1guode1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.16","1",3,"1","Madman_1"
"100","madman_session6_trial2","2",6,2,"Madman","wanshangzongshi1shuibuzhao1.fanshixudeiyanjiu1,caihuimingbai1.tamen1,yeyoug1zhixiandajiaguo321de1","Sougou","MAC",24,"Mandarin","M","Simplified","1/15/2015","X.16","1",2,"1","Madman_1"
"101","DNA_Type(PLEASEDOUBLECHECK!)","",,,"","","","",,"","","","","X.16","S",3,"1","_1"
"102","CodeOfCorrespondingChinese-SeeOtherSheet","",,,"","","","",,"","","","","X.16","",3,"1","_1"
