,Trial_Name,Trial_ID,Trial_SESSION,Trial_Trial,Trial_Text,Keylog_CLEAN,editor,OS,age_group,DIALECT,GENDER,CharacterType,TrialDate,token,uniq,Segment,text_seg
21,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,u,4,5,TangPoem_5
22,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,u,4,5,TangPoem_5
23,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,4,5,TangPoem_5
24,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,4,5,TangPoem_5
25,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,5,5,TangPoem_5
26,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
27,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
28,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
29,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
30,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
31,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,m,6,5,TangPoem_5
32,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,m,6,5,TangPoem_5
33,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,m,6,5,TangPoem_5
34,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,m,6,5,TangPoem_5
35,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,m,6,5,TangPoem_5
36,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,m,6,5,TangPoem_5
37,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,o,7,5,TangPoem_5
38,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,o,7,5,TangPoem_5
39,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,o,7,5,TangPoem_5
40,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,o,7,5,TangPoem_5
41,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,o,7,5,TangPoem_5
42,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,o,7,5,TangPoem_5
43,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,8,5,TangPoem_5
44,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
45,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
46,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
47,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
48,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
49,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,f,9,5,TangPoem_5
50,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,f,9,5,TangPoem_5
51,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,f,9,5,TangPoem_5
52,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,f,9,5,TangPoem_5
53,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,f,9,5,TangPoem_5
54,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,f,9,5,TangPoem_5
55,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,u,10,5,TangPoem_5
56,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,u,10,5,TangPoem_5
57,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,u,10,5,TangPoem_5
58,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,u,10,5,TangPoem_5
59,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,10,5,TangPoem_5
60,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,10,5,TangPoem_5
61,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,x,11,5,TangPoem_5
62,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
63,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
64,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
65,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
66,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
67,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,i,12,5,TangPoem_5
68,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
69,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
70,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
71,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
72,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
73,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,13,5,TangPoem_5
74,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
75,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
76,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
77,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
78,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
79,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,*,14,5,TangPoem_5
80,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
81,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,5,TangPoem_5
82,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,5,TangPoem_5
83,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
84,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,5,TangPoem_5
85,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,w,15,5,TangPoem_5
86,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,w,15,5,TangPoem_5
87,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,w,15,5,TangPoem_5
88,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,w,15,5,TangPoem_5
89,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,w,15,5,TangPoem_5
90,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,w,15,5,TangPoem_5
91,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,en,16,5,TangPoem_5
92,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,en,16,5,TangPoem_5
93,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,en,16,5,TangPoem_5
94,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,en,16,5,TangPoem_5
95,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,en,16,5,TangPoem_5
96,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,en,16,5,TangPoem_5
97,tang_session1_trial2,1,1,2,TangPoem,danqu1mo1fuxi1*wen1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,17,5,TangPoem_5
98,tang_session2_trial1,1,2,1,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,1,17,5,TangPoem_5
99,tang_session2_trial2,1,2,2,TangPoem,danqumofuwen_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,1,17,5,TangPoem_5
100,tang_session5_trial1,1,5,1,TangPoem,danqumofuwen2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,1,17,5,TangPoem_5
101,tang_session6_trial1,1,6,1,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,1,17,5,TangPoem_5
102,tang_session6_trial2,1,6,2,TangPoem,danqumofuwen1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,1,17,5,TangPoem_5
