,Trial_Name,Trial_ID,Trial_SESSION,Trial_Trial,Trial_Text,Keylog_CLEAN,editor,OS,age_group,DIALECT,GENDER,CharacterType,TrialDate,token,uniq,Segment,text_seg
35,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
36,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
37,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,y,7,3,TangPoem_3
38,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,y,7,3,TangPoem_3
39,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,y,7,3,TangPoem_3
40,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,y,7,3,TangPoem_3
41,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,y,7,3,TangPoem_3
42,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,y,7,3,TangPoem_3
43,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,an,8,3,TangPoem_3
44,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,an,8,3,TangPoem_3
45,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,an,8,3,TangPoem_3
46,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,an,8,3,TangPoem_3
47,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,an,8,3,TangPoem_3
48,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,an,8,3,TangPoem_3
49,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,9,3,TangPoem_3
50,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
51,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
52,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,3,TangPoem_3
53,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
54,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
55,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,b,10,3,TangPoem_3
56,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,b,10,3,TangPoem_3
57,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,b,10,3,TangPoem_3
58,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,b,10,3,TangPoem_3
59,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,b,10,3,TangPoem_3
60,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,b,10,3,TangPoem_3
61,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,u,11,3,TangPoem_3
62,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,u,11,3,TangPoem_3
63,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,u,11,3,TangPoem_3
64,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,u,11,3,TangPoem_3
65,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,11,3,TangPoem_3
66,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,u,11,3,TangPoem_3
67,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,d,12,3,TangPoem_3
68,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,d,12,3,TangPoem_3
69,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,d,12,3,TangPoem_3
70,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,d,12,3,TangPoem_3
71,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,d,12,3,TangPoem_3
72,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,d,12,3,TangPoem_3
73,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,e,13,3,TangPoem_3
74,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,e,13,3,TangPoem_3
75,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,e,13,3,TangPoem_3
76,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,e,13,3,TangPoem_3
77,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,e,13,3,TangPoem_3
78,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,e,13,3,TangPoem_3
79,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,y,14,3,TangPoem_3
80,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
81,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
82,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,3,TangPoem_3
83,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
84,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
85,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,i,15,3,TangPoem_3
86,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
87,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
88,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,3,TangPoem_3
89,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
90,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
91,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,16,3,TangPoem_3
92,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
93,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
94,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,3,TangPoem_3
95,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
96,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
97,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,*,17,3,TangPoem_3
98,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
99,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,,,3,TangPoem_3
100,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,,,3,TangPoem_3
101,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
102,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,,,3,TangPoem_3
103,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,y,18,3,TangPoem_3
104,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,y,18,3,TangPoem_3
105,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,y,18,3,TangPoem_3
106,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,y,18,3,TangPoem_3
107,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,y,18,3,TangPoem_3
108,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,y,18,3,TangPoem_3
109,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,i,19,3,TangPoem_3
110,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,i,19,3,TangPoem_3
111,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,i,19,3,TangPoem_3
112,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,i,19,3,TangPoem_3
113,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,i,19,3,TangPoem_3
114,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,i,19,3,TangPoem_3
115,tang_session1_trial2,1,1,2,TangPoem,junzi1*yan4budeyi1*yi1,Apple,MAC,23,Cantonese,F,Simplified,12/16/2014,1,20,3,TangPoem_3
116,tang_session2_trial1,1,2,1,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,1,20,3,TangPoem_3
117,tang_session2_trial2,1,2,2,TangPoem,junyanbudeyi_,Apple,MAC,24,Mandarin,F,Simplified,12/18/2014,1,20,3,TangPoem_3
118,tang_session5_trial1,1,5,1,TangPoem,junyanbudeyi2,Baidu,MAC,25,Hubei,F,Simplified,1/15/2015,1,20,3,TangPoem_3
119,tang_session6_trial1,1,6,1,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,1,20,3,TangPoem_3
120,tang_session6_trial2,1,6,2,TangPoem,junyanbudeyi1,Sougou,MAC,24,Mandarin,M,Simplified,1/15/2015,1,20,3,TangPoem_3
